Thu nhap trung binh,Tuoi nha,So luong phong,So phong ngu,Dan so,So luong nguoi song,Vi do,Kinh do,Gia nha
2.9744,43,6.0701,1.0414,996,3.172,38.26,-121.56,1.368
1.6458,52,4.2925,1,429,2.0236,38.26,-121.51,0.528
2.4353,36,5.7172,1.082,700,2.8689,38.19,-121.57,1.625
3.3398,19,5.4099,1.1967,2150,2.3757,38.1,-121.7,0.897
5.8324,17,6.458,1.0608,1734,3.102,36.9,-121.29,3.742
4.025,21,5.4789,1.0488,1753,3.8869,36.89,-121.37,2.938
4.6477,27,6.0982,1.2411,1230,3.6607,36.92,-121.47,2.659
2.6719,23,5.1598,1.1137,1862,2.8602,36.85,-121.53,1.936
2.625,36,6.0296,0.9941,602,3.5621,36.86,-121.51,2.1
4.7813,21,5.7412,1.0487,1862,3.1294,36.88,-121.6,2.415
4.2333,20,6.1982,1.0599,731,3.3687,36.81,-121.5,3.633
3.1375,11,4.7164,0.9795,1617,4.7281,36.86,-121.45,1.462
2.6818,41,4.6809,1.1277,389,4.1383,36.86,-121.42,2.25
2.8839,11,4.5914,1.0591,1474,3.9624,36.85,-121.41,1.459
2.6598,50,4.8036,1.1045,1768,3.1856,36.85,-121.4,1.573
2.9554,52,5.0681,1.0899,1215,3.3106,36.84,-121.4,1.365
3.0912,40,4.3963,1.0019,1430,2.6729,36.84,-121.4,1.553
3.7049,23,5.2396,1.0533,1105,3.2692,36.84,-121.41,1.922
1.9405,36,4.9255,1.0588,910,3.5686,36.86,-121.4,1.454
3.7316,13,5.5087,1.0469,2903,3.8862,36.85,-121.38,1.924
4.1875,6,5.8164,1.0324,2061,3.1806,36.84,-121.38,2.176
3.5714,11,5.5754,1.067,1023,2.8575,36.84,-121.37,2.43
3.6354,17,5.4574,1.0644,1487,3.0915,36.84,-121.38,2.212
4.76,14,6.0967,1.02,1951,3.2517,36.83,-121.37,2.16
3.067,11,5.659,1.13,1749,2.6743,36.83,-121.4,2.079
4.005,7,4.9668,1.0211,1143,3.4532,36.84,-121.44,1.804
2.3125,7,5.3487,1.0691,677,2.227,36.85,-121.42,1.708
3.6333,30,5.4316,0.9474,288,3.0316,36.79,-121.32,2.025
5.0871,7,6.4014,1.0292,1660,2.3056,36.81,-121.36,2.905
4.1528,15,7.3894,1.2017,1289,3.6106,36.76,-121.34,3.368
2.2132,23,7.5962,1.3462,166,3.1923,36.72,-121.06,1
3.2292,52,7.0753,1.2594,618,2.5858,36.47,-120.95,2.25
6.1287,4,6.7919,1.081,10450,3.2075,34.01,-117.75,2.896
8.4411,2,10.2963,1.1667,179,3.3148,33.97,-117.78,5
5.7763,14,6.8477,1.0487,3108,3.7856,33.99,-117.72,2.067
6.7172,3,11.2874,1.618,2497,2.9171,33.98,-117.76,2.924
5.6501,4,6.1623,1.1042,4662,2.945,33.97,-117.74,2.549
5.228,16,6.5695,1.0193,6931,3.4261,33.97,-117.72,1.878
3.851,10,4.9368,1.0359,6474,2.9441,33.97,-117.71,1.372
6.2141,4,6.716,1.0785,3941,3.1885,33.92,-117.7,2.522
7.5839,13,8.2689,1.0672,364,3.0588,33.95,-117.75,4.269
5.1165,40,5.7474,1.1211,457,2.4053,33.94,-117.76,1.842
2.725,28,5.4847,1.126,724,2.7634,34.09,-117.69,1.402
3.7802,10,5.0874,1.1671,1117,2.8715,34.08,-117.7,1.073
3.625,25,5.3056,1.0216,1098,3.3889,34.09,-117.7,1.218
2.5972,29,4.038,0.8956,1216,3.8481,34.08,-117.71,1.343
3.8875,31,5.1541,1.0644,1187,3.3249,34.07,-117.71,1.292
4.5185,30,5.8288,1.0589,2129,2.9164,34.08,-117.69,1.425
3.7083,35,5.8582,1.0164,1970,3.5818,34.07,-117.69,1.31
3.8586,34,5.3851,0.9814,2470,3.2802,34.07,-117.69,1.36
3.2344,14,5.2487,1.1244,2026,2.5711,34.08,-117.69,1.282
3.6,24,5.3516,0.9945,1286,3.533,34.07,-117.71,1.393
4.1448,33,5.9617,1.0089,2769,3.5319,34.08,-117.7,1.373
3.7969,33,5.1221,0.9505,1326,4.3762,34.07,-117.7,1.284
2.7986,29,4.4091,1.1414,649,3.2778,34.06,-117.69,1.144
2.5536,25,4.5108,1.0384,1337,3.2062,34.06,-117.69,1.44
2.3049,25,3.6418,1.0798,2271,4.0266,34.06,-117.7,1.5
2.9107,7,5.5455,1.0985,431,3.2652,34.06,-117.7,0.953
1.4722,27,3.9831,1.176,1970,3.6891,34.06,-117.71,0.913
2.5395,25,4.9706,1.238,1070,2.861,34.05,-117.68,1.875
4.3264,10,5.1653,1.0083,1055,2.9063,34.05,-117.69,1.289
4.7357,24,6.017,0.9979,1815,3.8535,34.05,-117.7,1.625
3.625,16,4.4048,0.8912,912,2.7553,34.06,-117.71,1.604
2.5735,20,4.7422,0.9231,1545,3.2121,34.05,-117.71,1.305
2.7321,31,4.7034,1.1144,1662,3.5212,34.05,-117.72,1.043
4.0614,8,4.6726,1.0381,1243,3.1548,34.05,-117.72,1.07
4.0096,5,5.0613,1.017,2028,2.3019,34.04,-117.69,1.826
3.5954,13,5.3872,1.0417,2870,2.9167,34.04,-117.7,1.63
4.625,20,6.25,0.9936,1054,3.3782,34.04,-117.71,2.221
2.9811,17,5.7475,1.0281,1859,2.6073,34.04,-117.71,2.318
5.6029,17,6.0585,0.9937,1652,3.4489,34.03,-117.72,1.618
6.5958,17,6.957,1.0234,860,3.3594,34.02,-117.72,2.368
4.125,36,6.0309,1.0103,1213,3.1263,34.01,-117.73,2.13
5.4824,15,6.5511,1.036,2410,3.6186,34,-117.72,1.797
5.7338,5,5.804,0.8951,2335,3.6034,34,-117.68,2.254
2.5781,28,5.4806,1.1938,561,4.3488,34,-117.69,1.116
5.7021,15,6.437,0.9331,2711,3.5577,34,-117.7,1.931
3.6361,17,5.6901,1.0879,7343,3.2928,34.02,-117.71,1.577
3.4267,11,5.1287,1.108,2163,3.1997,34.03,-117.71,1.644
4.7056,20,5.9041,0.9731,4861,3.3524,34.03,-117.67,1.655
3.0396,16,4.8376,1.1303,1946,3.2927,34.03,-117.68,1.243
3.4184,20,4.7215,1.0459,3690,2.7333,34.03,-117.69,1.625
3.2073,20,4.7633,1.0111,5718,3.7178,34.01,-117.68,1.235
2.3,30,5.0154,1.1062,2170,4.1892,34.01,-117.69,0.956
4.1719,24,5.0637,0.9265,486,2.3824,34.15,-117.68,2.135
8.5282,25,7.8311,1.1073,1284,2.9315,34.15,-117.66,3.601
6.4559,16,7.6412,1.066,1165,3.0739,34.15,-117.64,3.929
6.7813,4,7.0379,0.9966,1996,3.4414,34.15,-117.68,2.863
6.9532,4,7.2701,1.0546,1871,2.8392,34.14,-117.68,2.77
7.0844,11,7.8359,1.013,1488,3.2138,34.14,-117.66,3.25
6.9418,8,6.741,1.008,857,3.4143,34.14,-117.66,3.105
8.0103,20,8.8561,1.0912,965,3.386,34.15,-117.66,3.955
8.6573,16,7.5986,0.9931,949,3.2837,34.14,-117.65,3.54
7.9627,8,8.2345,1.048,1271,3.5904,34.13,-117.69,3.454
7.7234,10,8.0169,1.0197,1221,3.4394,34.13,-117.67,3.041
6.3842,17,7.9337,0.9951,1289,3.1671,34.13,-117.66,3.071
5.3525,15,6.685,1.0465,1145,2.4207,34.12,-117.67,1.917
6.075,19,7.8487,1.0884,1523,2.9921,34.13,-117.66,2.541
8.8204,22,7.4492,0.9115,933,3.059,34.12,-117.66,3.905
8.4839,9,7.9122,1,1815,3.7041,34.14,-117.65,4.067
5.9328,24,7.0232,0.9801,913,3.0232,34.13,-117.65,2.559
6.2083,17,7.4039,1.0517,1291,3.1798,34.12,-117.65,2.427
6.0758,4,6.5204,1.1689,1479,2.2308,34.12,-117.63,2.268
5.8407,18,7.5104,1.1125,1682,3.5042,34.12,-117.64,2.029
3.6219,29,4.6982,1.0177,1710,2.7448,34.11,-117.65,1.766
2.5868,16,5.6174,1.1082,932,2.4591,34.11,-117.64,1.469
4.2969,30,5.864,0.9386,1404,3.0789,34.11,-117.63,1.656
2.6929,16,4.943,1.0631,794,1.6171,34.11,-117.69,1.193
5.7214,16,6.2314,0.9171,1133,3.2371,34.12,-117.68,2.594
5.5292,16,6.875,1.0151,1414,3.0474,34.11,-117.68,2.086
6.1195,16,7.7525,1.0885,1726,3.4728,34.12,-117.66,2.511
5.0681,19,5.9397,1.1397,1635,2.819,34.11,-117.66,2.305
6.5587,27,6.2276,0.9214,1071,2.9024,34.12,-117.65,2.39
5.3368,28,7.2416,0.961,1140,2.961,34.11,-117.65,2.335
2.6074,17,4.438,1.222,1722,2.0331,34.1,-117.69,1.375
2.8326,11,4.5601,1.108,3841,2.3695,34.1,-117.68,1.63
3.875,28,5.7671,1.1324,601,2.7443,34.1,-117.67,1.74
4.3438,19,5.1815,1.0558,1326,2.3141,34.1,-117.67,1.557
3.6,19,5.2422,1.1335,622,1.9317,34.1,-117.65,1.364
3.4634,37,5.5056,0.9637,939,2.6229,34.1,-117.66,1.453
2.2429,26,3.4608,1.0317,1109,2.069,34.1,-117.66,1.5
2.4667,30,4.2348,0.9884,1014,2.9391,34.1,-117.65,1.06
2.9812,22,4.8956,1.057,773,2.4462,34.09,-117.68,1.488
2.7266,17,4.0384,1.1481,2417,2.2093,34.09,-117.67,1.01
3.6667,26,6.1223,1.0638,593,3.1543,34.09,-117.66,1.663
3.2321,20,5.3755,1.083,1117,2.4389,34.09,-117.66,1.625
3.0357,23,4.4702,0.9812,954,2.9906,34.09,-117.66,1.515
4.3958,33,5.9369,0.9612,1209,2.9345,34.09,-117.65,1.456
5.1261,20,6.1374,0.9847,1655,3.1584,34.13,-117.62,1.588
6.148,17,7.1336,1.187,831,3.1718,34.11,-117.62,2.439
4.4637,31,5.8874,0.9517,1204,2.7678,34.11,-117.62,1.928
2.6582,15,4.5402,1.1438,2554,2.4163,34.1,-117.63,1.228
2.6818,8,4.6497,1.1634,2251,2.9425,34.09,-117.63,1.141
3.05,34,4.4992,1.0444,1822,2.8875,34.09,-117.64,1.213
2.7083,46,4.1293,0.9558,701,2.3844,34.09,-117.65,1.163
3.0284,44,4.681,1.0337,831,2.5491,34.1,-117.65,1.158
2.7159,44,5.1055,1.0636,1444,2.6255,34.1,-117.65,1.393
3.3482,21,5.3668,1.1232,3067,2.9071,34.08,-117.68,1.373
3.0978,28,4.9378,0.988,1230,2.4699,34.08,-117.68,1.372
3.5036,29,5,1.0543,1278,3.4728,34.07,-117.67,1.234
1.7806,24,4.0587,1.0696,2204,3.4065,34.07,-117.68,1.35
4.0375,32,5.8775,1.0397,1067,3.5331,34.07,-117.68,1.213
4.7176,35,6.7033,1,1074,2.7468,34.08,-117.65,1.664
3.3836,38,5.6936,1.1843,1410,2.9193,34.08,-117.65,1.449
2.9474,37,4.869,1.0139,1165,2.3115,34.07,-117.66,1.396
2.2244,24,4.7066,1.1083,2174,2.5308,34.06,-117.66,1.149
2.8702,36,5.2456,1.0329,964,2.4405,34.07,-117.66,1.37
2.587,33,5.5493,1.0907,1008,2.688,34.07,-117.66,1.381
3.3036,36,5.6897,0.9042,623,2.387,34.08,-117.66,1.41
3.9227,33,5.9496,0.9593,1773,2.8829,34.08,-117.66,1.572
3.3958,37,6.0187,1.0935,1284,3,34.08,-117.64,1.304
3.2083,43,5.0384,0.9693,1036,2.6496,34.07,-117.64,1.228
3.375,52,5.1808,1.0046,1031,2.3593,34.08,-117.65,1.443
5.4689,40,6.6488,1.0661,624,2.5785,34.08,-117.65,1.582
3.495,35,4.9565,0.9526,729,2.8814,34.08,-117.64,1.18
2.4464,33,4.1832,0.9579,1369,2.8821,34.08,-117.64,1.226
3.8355,38,5.113,1.048,1257,3.5508,34.08,-117.63,1.117
3.4432,39,5.3535,1.0323,1537,3.1051,34.07,-117.63,1.067
3.3936,15,5.5327,1.1049,2884,3.9292,34.07,-117.62,1.27
3.1597,30,6.0978,1.0444,1047,4.6533,34.08,-117.62,1.163
2.8977,19,5.0727,1.186,2818,4.0959,34.09,-117.63,1.262
4.0139,26,5.7792,1.0512,2259,3.9912,34.09,-117.62,1.32
3.125,22,4.7145,1.1329,1678,3.0126,34.08,-117.62,1.118
4.4946,24,5.2949,1.0473,2064,3.9017,34.08,-117.62,1.36
3.0199,20,5.2129,1.0808,2229,3.2731,34.08,-117.61,1.288
4.4205,23,5.0783,0.9452,1483,3.8721,34.09,-117.61,1.355
4.6167,11,4.6948,0.9178,1503,3.5282,34.09,-117.61,1.44
4.7147,12,5.2515,0.9751,2400,2.847,34.08,-117.61,1.587
4.9063,15,6.0134,1.0245,1432,3.1893,34.08,-117.6,1.598
1.4464,35,4.2318,1.1015,1182,2,34.07,-117.65,1.132
1.9236,52,4.5065,1.0909,558,2.4156,34.07,-117.65,1.172
2.0893,41,3.3696,0.942,349,2.529,34.06,-117.65,1.125
2.5677,16,4.3261,1.1512,5110,3.6789,34.07,-117.62,1.289
2.2765,30,4.0216,1.0289,2647,3.8196,34.07,-117.64,0.981
2.837,38,4.5709,1.0149,1823,3.4011,34.07,-117.64,1.112
2.6913,52,4.631,1.0479,1269,3.5746,34.07,-117.64,1.083
2.4583,26,4.3616,1.1753,1182,3.2384,34.06,-117.67,1.104
1.608,39,4.1815,1.0089,1489,4.4315,34.06,-117.66,0.918
2.25,41,3.506,1,1479,4.4281,34.06,-117.65,0.905
1.7292,43,3.8535,1.1061,851,4.298,34.06,-117.64,0.792
1.9659,50,4.3333,0.9728,590,4.0136,34.06,-117.64,0.857
2.3636,39,3.9934,1.0231,1294,4.2706,34.06,-117.63,0.883
2.3347,36,4.4761,0.9943,2138,4.088,34.05,-117.66,1.04
2.5391,33,4.3243,0.973,831,3.7432,34.05,-117.66,1.086
3.625,6,5.4046,1.1791,2533,2.6691,34.05,-117.66,1.136
4.6563,16,6.0935,0.9364,1973,3.6879,34.04,-117.67,1.62
4.7872,16,5.8455,0.9775,1332,3.7416,34.04,-117.66,1.476
3.6467,14,5.1742,1.0274,2021,3.955,34.05,-117.66,1.475
3.9336,15,5.5532,1.0687,2039,3.3372,34.04,-117.65,1.51
4.2054,10,5.5158,1.0483,2079,3.1357,34.04,-117.66,1.599
3.2062,6,4.8098,1.0662,1717,2.9151,34.05,-117.67,1.675
5.2551,13,6.0714,0.9894,1284,3.3968,34.04,-117.67,1.943
3.0598,13,4.3101,1.0698,776,2.1676,34.04,-117.67,0.997
3.9107,27,5.5728,1,321,3.1165,34.04,-117.68,1.865
4.4042,9,5.4165,1.0566,1138,2.9254,34.02,-117.65,1.591
5.753,14,6.071,0.9801,1151,3.2699,34.03,-117.66,1.855
4.8906,16,6.4042,1.1032,1516,3.1916,34.02,-117.67,1.785
6.7544,11,6.9668,1.0456,1690,3.5062,34.02,-117.66,2.079
3.449,15,5.1515,1.0524,2373,2.7657,34.03,-117.65,1.491
2.5048,28,3.9865,1.0253,2623,4.4307,34.04,-117.65,1
3.0057,32,4.2127,0.9366,1378,5.1418,34.05,-117.64,0.969
2.1944,27,4.02,1.0343,1684,4.8114,34.05,-117.64,0.957
4.8281,11,5.5256,1.0296,1044,2.814,34.03,-117.64,1.37
2.4716,21,3.7211,1.0475,2556,5.281,34.04,-117.64,1.025
4.1779,10,5.8179,1.0546,2088,3.8033,34.03,-117.64,1.591
4.0611,10,5.8809,1.1191,2637,3.1733,34.02,-117.64,1.58
5.6168,13,6.7275,1.0083,2780,3.8451,34.02,-117.63,1.754
5.5632,9,7.2411,0.9966,2280,3.871,34.02,-117.62,1.951
4.8311,15,6.3478,1.0644,2240,3.6071,34.03,-117.62,1.76
5.0431,16,6.2963,1.0031,1207,3.7253,34.02,-117.62,1.641
3.8125,15,5.4604,1.0549,1219,3.7165,34.02,-117.61,1.703
5.2849,16,5.9073,0.9775,1305,3.6657,34.02,-117.6,1.604
5.5677,16,6.272,0.9707,918,3.841,34.03,-117.6,1.754
2.8281,33,4.2048,1.0048,1007,4.7952,34.05,-117.62,1.036
3.1672,8,5.5248,1.0282,1785,2.396,34.04,-117.61,1.502
5.5425,12,7.1816,1.1138,3019,3.8606,34.02,-117.66,2.023
2.125,6,5.9048,1.119,119,2.8333,34.02,-117.64,4.167
3.9696,25,10.3529,1.2059,99,2.9118,34.01,-117.61,5
7.7197,8,9,1.2857,25,3.5714,34.02,-117.61,2.75
2.4375,29,6.745,1.0201,513,3.443,33.99,-117.64,1.813
5.411,5,5.137,0.8741,855,3.1667,34,-117.66,2.011
2.7284,26,6.0049,0.9755,717,3.5147,33.98,-117.6,2.25
4.2578,36,5.2588,1.1176,2886,33.9529,33.94,-117.63,1.833
4.0037,2,7.5365,1.5145,2801,2.7982,34,-117.58,2.452
5.485,3,8.543,1.4803,4249,2.8346,34.15,-117.57,3.431
5.9369,5,7.8553,1.1255,2795,3.5787,34.13,-117.57,2.252
5.1333,4,7.1076,1.1399,7766,3.1403,34.12,-117.54,1.818
3.9241,16,5.2982,0.9373,1463,3.6667,34.11,-117.54,1.315
4.6437,21,7.5076,1.1651,1094,3.3456,34.14,-117.51,1.917
5.285,2,9.2323,1.3904,4436,3.4228,34.12,-117.5,1.917
4.1,2,14.36,1.96,119,2.38,34.16,-117.51,3.15
5.3638,3,6.4447,1.0372,2874,3.2438,34.14,-117.55,2.063
7.8252,10,8.4376,1.0526,3819,3.4037,34.16,-117.59,3.614
5.3678,7,7.3862,1.0906,5499,3.4369,34.14,-117.58,2.317
6.5138,16,8.1271,1.0216,5669,3.3987,34.15,-117.62,3.115
5.5198,14,6.5598,1.0311,7363,3.0552,34.14,-117.61,2.456
4.4611,21,6.2759,1.0336,4308,3.2125,34.13,-117.61,1.646
4.6997,17,5.7786,1.0319,3954,3.4057,34.12,-117.61,1.569
3.8505,10,5.4121,1.0457,9716,2.5951,34.13,-117.59,1.696
4.7547,14,5.7914,1.0229,6443,3.2071,34.11,-117.58,1.576
4.8889,18,5.8609,1.0331,3360,3.2685,34.11,-117.6,1.557
4.7193,4,5.6645,1.035,3455,2.8135,34.12,-117.56,1.787
3.7973,4,4.8601,1.099,2988,2.7139,34.12,-117.56,1.813
3.6033,9,4.9468,1.0686,10323,2.6939,34.1,-117.61,1.326
2.3603,17,4.0737,1.1564,1987,2.2201,34.1,-117.59,1.393
3.5186,4,4.5559,1.1347,3359,2.4062,34.1,-117.58,1.278
1.9531,27,4.0757,1.0811,746,4.0324,34.09,-117.58,1.008
3.9755,16,4.802,0.93,1757,3.514,34.09,-117.59,1.204
3.1458,4,4.8798,1.3152,1083,2.4558,34.07,-117.57,1.188
5.0769,16,6.1046,0.9965,2130,3.7766,34.03,-117.59,1.614
4.7857,14,5.9714,1.0653,881,3.5959,34.02,-117.59,1.525
5.2692,4,5.7562,1.048,3182,3.0537,34.02,-117.58,1.748
4.6727,5,5.3953,1.0202,3845,2.9922,34.02,-117.57,1.589
2.9386,18,4.8952,1.138,4028,3.5179,34.06,-117.53,1.164
3.7917,5,4.7707,1.0655,1379,3.0109,34.1,-117.53,1.03
4.8283,4,6.7959,1.0534,5804,3.4041,34.13,-117.42,1.419
3.2056,7,5.5645,1.0009,3567,3.3336,34.12,-117.43,1.341
3.6417,16,5.7608,1.0991,3388,3.8588,34.13,-117.45,1.19
0.8926,10,6,1.1008,381,3.2017,34.14,-117.46,1.161
4.1797,6,6.7942,1.1363,5690,3.6592,34.12,-117.47,1.41
2.5833,35,4.4729,1.1133,667,3.2857,34.1,-117.46,0.935
1.9583,7,5.3628,1.4421,1064,3.2439,34.1,-117.46,1.088
3.5488,8,4.7682,0.9747,3310,3.3502,34.09,-117.46,1.016
3.6394,32,5.4655,1.0862,2612,4.5034,34.09,-117.48,0.992
3.1838,32,5.6897,1.131,1124,3.8759,34.09,-117.48,0.986
2.5833,30,4.5467,1.0557,1796,3.5706,34.1,-117.48,0.906
3.6602,18,5.4558,1.0684,2767,3.9416,34.08,-117.46,1.207
2.9973,19,4.9143,0.891,2482,3.866,34.07,-117.46,1.134
3.915,28,5.6529,1.1235,1565,4.6029,34.08,-117.48,1.174
3.1028,17,5.1373,1.0924,1253,3.5098,34.08,-117.48,1.064
1.5972,24,5.4385,1.2139,568,3.0374,34.07,-117.47,1.125
2.9107,27,5.8073,1.1353,1305,2.9931,34.06,-117.42,1.431
4.3397,24,6.508,1.0989,1582,3.6368,34.06,-117.46,1.956
2.7574,33,6.0218,1.1921,884,3.8603,34.06,-117.47,1.25
3.9464,20,7.6443,1.2835,660,3.4021,34.05,-117.49,2.077
5.1647,5,5.9429,0.9985,2456,3.6877,34.04,-117.5,1.547
5.0175,4,5.4241,1.0269,2158,3.4146,34.04,-117.5,1.434
4.1775,4,5.4954,1.0656,3527,3.2122,34.04,-117.49,1.437
4.2429,3,7.3167,1.3161,5820,3.3087,34.04,-117.46,1.473
5.246,11,7.2901,1.0074,5221,3.5229,34.14,-117.38,1.614
4.7909,4,7.9764,1.2231,5020,3.294,34.15,-117.4,1.492
5.3671,16,7.0478,1.012,1778,7.0837,34.18,-117.4,1.818
3.7578,16,2.5395,0.5921,312,4.1053,34.2,-117.38,1.375
2.9112,7,5.4605,1.0687,4052,3.4811,34.11,-117.45,1.217
2.7827,9,4.7644,1.13,3156,3.5067,34.1,-117.45,1.058
2.0308,6,4.8276,1.1404,4048,3.5078,34.1,-117.45,0.911
3.3958,25,6.0698,1.2721,2319,3.3034,34.11,-117.42,1.119
4.1399,18,5.3598,1.0903,2231,3.0067,34.1,-117.42,1.154
3.7011,34,4.6379,0.9138,834,2.8759,34.1,-117.43,0.995
2.7757,17,5.2679,1.1333,2544,3.2615,34.11,-117.43,1.098
2.4735,43,5.1858,1.1421,971,2.653,34.1,-117.43,0.899
2.075,43,4.6246,1.1461,926,2.6533,34.1,-117.44,0.951
2.3682,24,4.6175,1.1036,2541,3.3745,34.09,-117.44,0.974
2.375,12,4.6069,1.0602,2588,3.3137,34.09,-117.44,1.138
3.6025,15,5.1213,1.0112,3208,3.2701,34.08,-117.44,1.164
4.1375,28,6.1052,1.0038,1750,3.3461,34.09,-117.42,1.283
3.4844,28,5.1802,0.9437,1312,2.955,34.08,-117.42,1.277
4.263,31,5.961,1.0409,1582,2.9405,34.08,-117.43,1.274
2.7437,18,5.5358,1.103,1621,2.829,34.09,-117.43,1.202
2.7569,21,5.3159,1.1085,2657,3.1669,34.08,-117.42,1.275
2.1189,13,4.4779,1.1649,2475,2.4289,34.08,-117.43,1.217
3.3553,21,5.5175,1.0175,2292,3.6497,34.07,-117.45,1.135
2.3768,18,4.906,1.074,1503,3.006,34.07,-117.43,0.953
2.5181,12,5.2838,1.2119,3204,2.5051,34.11,-117.41,1.055
2.5272,5,6.08,1.4027,2204,2.7143,34.1,-117.41,0.92
3.8531,21,5.0306,0.9264,2503,3.4764,34.08,-117.4,1.054
3.5655,38,5.1538,0.9699,861,2.8796,34.08,-117.41,0.956
3.6466,21,5.7692,1.0262,1896,3.3147,34.09,-117.41,1.306
3.1287,29,5.3834,0.9921,776,3.0672,34.1,-117.41,1.02
3.5481,29,5.2618,1.0158,2602,3.4237,34.11,-117.41,1.055
4.2121,14,5.141,0.9229,1443,3.8378,34.11,-117.4,1.281
4.8889,5,6.1588,0.9423,1821,3.7546,34.11,-117.39,1.389
4.9444,16,5.534,0.8786,627,3.0437,34.11,-117.39,1.327
3.3066,36,5.4436,0.96,894,3.2509,34.11,-117.38,0.963
3.1375,32,4.8094,1.0015,1878,2.8411,34.11,-117.38,1.012
2.4492,12,5.817,1.2275,4862,3.9368,34.1,-117.39,1.038
2.4028,19,4.3478,0.9174,572,2.487,34.1,-117.39,1.125
4.1632,9,6.0216,1.0757,1316,3.5568,34.13,-117.39,1.198
3.7198,13,5.6922,1,1844,3.6157,34.13,-117.38,1.129
3.875,17,5.841,1.024,1621,3.5316,34.13,-117.37,1.185
2.1856,23,5.0418,1.1407,722,2.7452,34.13,-117.38,1.078
2.3456,12,4.8663,1.2674,1054,2.7095,34.13,-117.37,1.408
2.4053,17,5.477,1.1103,4115,3.7822,34.12,-117.38,1.052
4.9196,7,6.3159,0.9738,3253,4.0612,34.12,-117.39,1.405
3.3438,8,5.4552,1.1241,2184,3.0124,34.09,-117.38,1.276
3.2879,32,6.0978,1.0641,2131,3.5936,34.09,-117.36,0.955
2.9554,17,4.643,0.9245,1190,2.7231,34.08,-117.37,1.15
3.6875,11,5.4865,1.0994,3095,2.9875,34.08,-117.38,1.126
4.9091,6,4.9402,0.8162,910,3.8889,34.07,-117.38,1.224
4.125,52,3.125,0.5625,60,3.75,34.07,-117.37,2.625
3.7348,4,5.7053,1.1789,4775,3.0727,34.08,-117.36,1.258
4.4034,5,6.4278,1.0312,3615,3.7539,34.09,-117.4,1.332
4.3958,10,6.1545,1.0139,3528,3.7854,34.09,-117.39,1.307
3.8558,15,6.0867,1.0248,1118,3.4613,34.07,-117.39,1.227
3.0278,26,5.8033,1.159,664,2.7782,34.07,-117.39,0.968
2.066,28,5.1968,1.1895,1661,2.9982,34.07,-117.4,0.881
2.3889,44,4.9338,1.0567,1270,3.0024,34.1,-117.37,0.861
1.6977,10,5.043,1.2667,1656,2.4533,34.1,-117.37,0.913
4.1581,22,6.3585,1.0023,3157,3.5592,34.12,-117.35,1.265
3.25,35,5.9026,1.0358,1555,3.0915,34.11,-117.36,1.071
3.8398,32,6.2305,1.1094,1614,3.1523,34.12,-117.37,1.182
4.0294,18,5.8653,1.0409,3114,3.1078,34.13,-117.37,1.332
3.7286,26,7.1014,1.0326,1862,3.3732,34.13,-117.35,1.32
2.3205,29,4.6365,1.0477,1683,2.7681,34.1,-117.36,0.876
2.3578,31,5.2904,1.0859,1227,2.5092,34.1,-117.36,0.886
3.6227,33,5.6331,1.0148,1366,4.0414,34.1,-117.36,0.928
3.3571,17,6.0833,1.1027,1612,3.124,34.06,-117.38,1.123
3.9191,17,5.7989,1.0723,3533,3.7585,34.06,-117.4,1.016
3.025,17,5.6391,0.9882,1550,4.5858,34.04,-117.4,0.818
2.8682,27,5.1755,0.9734,1841,3.2642,34.04,-117.39,0.964
3.5139,14,5.5698,0.9721,1729,3.2197,34.04,-117.35,1.468
2.9844,28,5.5865,1.0909,1480,4.3402,34.17,-117.35,0.792
2.1935,31,4.794,1.0567,1049,3.1313,34.16,-117.34,0.727
1.6993,28,4.7212,1.0673,1196,3.8333,34.15,-117.33,0.678
1.8438,32,5.1398,1.0729,1457,4.4286,34.14,-117.32,0.666
1.9423,29,4.6895,1.114,1296,3.6923,34.14,-117.33,0.697
2.225,37,5.2701,1.1293,1198,3.4425,34.14,-117.34,0.816
2.2974,32,4.8984,1.0018,2086,3.7858,34.15,-117.35,0.845
2.4444,36,6.1541,1.2473,1054,3.7778,34.16,-117.35,0.734
2.4524,41,5.3401,1.189,1430,4.157,34.13,-117.32,0.704
2.3508,37,5.0941,1.0195,2055,3.6501,34.12,-117.32,0.705
1.4066,39,4.6331,1.044,1752,3.673,34.12,-117.32,0.664
1.3417,33,4.4218,1.0379,838,3.9716,34.12,-117.33,0.69
2.2449,30,7.508,1.1672,1214,3.9035,34.13,-117.33,0.932
1.6375,18,4.566,1.1229,2317,3.5159,34.13,-117.33,0.724
2.125,29,5.3357,1.0214,991,3.5393,34.13,-117.34,0.706
0.7069,29,3.0935,0.7944,341,3.1869,34.13,-117.34,0.703
2.2604,38,4.5123,1.0401,1208,3.7284,34.11,-117.32,0.681
1.4891,41,4.5519,1.1185,994,3.6815,34.11,-117.32,0.673
2.0391,38,4.6915,1.0606,1356,3.7355,34.12,-117.33,0.704
3.3516,26,5.1429,0.8367,568,2.898,34.12,-117.34,1.056
3.2656,29,5.6216,1.0927,2188,4.2239,34.11,-117.34,0.906
3.0833,34,5.7644,1.063,1578,4.3233,34.11,-117.35,0.884
2.4878,14,5.1444,1.0635,6640,2.8882,34.1,-117.34,1.038
